review_id,hotel_id,google_place_id,hotel_name,review_text,review_rating,review_date,review_source,positive_probability,negative_probability,sentiment_label
31c5eaf7-2fc2-4130-b67e-3425a2578f02,ChIJkTyoKUkVDTkR8L5-ZWny4t8,ChIJkTyoKUkVDTkR8L5-ZWny4t8,Hotel O Royal Guest House,"The hotel staff were incredibly friendly and welcoming. The check-in process was smooth, and our room was spotless. The breakfast buffet was amazing! Overall, an excellent experience.",5.0,2025-07-10 18:04:42,Google Places API,0.9998620748519897,0.00013786401541437954,POSITIVE
8e90c2d4-8156-4219-b780-feff9d3552b9,ChIJkTyoKUkVDTkR8L5-ZWny4t8,ChIJkTyoKUkVDTkR8L5-ZWny4t8,Hotel O Royal Guest House,Great place to live. Best PG. Good food. Owner is very polite and good person. Lived here during my whole college year. Lots of memories. Near from Dronacharya college. Theka is very close. Thanks to shankar bhai the owner of pg and very kind person.,5.0,2024-03-06 22:24:40,Google Places API,0.9998118281364441,0.00018814617942553014,POSITIVE
6806d159-ec86-4b55-b3d6-55901f008169,ChIJkTyoKUkVDTkR8L5-ZWny4t8,ChIJkTyoKUkVDTkR8L5-ZWny4t8,Hotel O Royal Guest House,"I don’t know how this guest house has earned 4 star ratings, as per the services they offered me today in the name of deluxe rooms. Flush is not working, Faucet is not working, No toileteries provided, no towels. Nothing has been provided. Trust this review. It is a real review",1.0,2023-10-13 02:53:02,Google Places API,0.18711267411708832,0.8128873705863953,NEGATIVE
27c3a440-8f28-49c8-bb47-7ad93b26ebb9,ChIJkTyoKUkVDTkR8L5-ZWny4t8,ChIJkTyoKUkVDTkR8L5-ZWny4t8,Hotel O Royal Guest House,"Best PG In farukhnagar, Not expensive, Facilities provided- 24*7Electricity backup, Wifi, Hygienic and Tasty food 🍴in comparison to other PG nearby. Attach washrooms, RO-system available, They also provides parking facilities either it is for four wheeler or two wheeler. Also safe as security point of view as CCTV Cameras are installed at all over the places. Laundry service is also available. 1 room 2sharing.",5.0,2018-09-06 11:57:04,Google Places API,0.9590306878089905,0.04096928983926773,POSITIVE
01719bda-1c0c-41fb-bfa5-89f6e993290c,ChIJkTyoKUkVDTkR8L5-ZWny4t8,ChIJkTyoKUkVDTkR8L5-ZWny4t8,Hotel O Royal Guest House,"Excellent” “amazing” “The value for money Stay. Excellent property in mid of the city. very convenient for everything” Panoramic rooms” “Nice” “Just loved everything, very exceptional.” “If I ever come to Farrukhnagar(Gurgaon ) again I will stay here.” “very nice experience......”",5.0,2018-09-06 11:38:35,Google Places API,0.9998641014099121,0.00013586520799435675,POSITIVE
e76f3160-e7ee-4296-913d-7784cff8bfa5,ChIJAxoZFF0-DTkRrQYeGhnCS1c,ChIJAxoZFF0-DTkRrQYeGhnCS1c,Oyo 14100 Hotel D Meridien,My experience was very good,5.0,2026-02-07 19:07:03,Google Places API,0.9998432397842407,0.00015675649046897888,POSITIVE
8ccdfcfc-87ef-4819-8b72-ad10c6084fb0,ChIJAxoZFF0-DTkRrQYeGhnCS1c,ChIJAxoZFF0-DTkRrQYeGhnCS1c,Oyo 14100 Hotel D Meridien,"During my recent business trip to Manesar, I stayed at the only hotel available in Sector 8 nearby location, as there were no other options nearby. My overall experience at this hotel was just average, and there were several aspects that left me wanting more. Firstly, the D' Meridien hotel's location on a main road seemed convenient, but it became a challenge due to Google Maps directing me through a crowded market via side streets. Navigating through the crowded streets was not only time-consuming but also frustrating, as only a single vehicle could pass through at a time. The hotel management should consider providing clear directions to avoid such inconveniences for guests. Upon arriving at the hotel, I found the front desk assistant to be a bit harsh in their communication. A warm and welcoming approach from the staff can make a significant difference in a guest's perception of the hotel. The food served at the hotel's restaurant was average in taste and lacked variety. It would be beneficial for the hotel to elevate the quality of their menu and offer a more diverse selection of dishes to cater to different preferences. One major issue I encountered was the limited parking space for four-wheelers. Furthermore, I was taken aback to discover that the hotel gates closed at 10:00 ~ 11:00 PM, and after that, there was no one available to open the gate for late-arriving guests. This lack of 24-hour accessibility can be problematic, especially for guests arriving late in the night. Lastly, Even though this Hotel ties with several corporate houses but they need to improving their standards, amenities, and services, they can position themselves as a preferred choice for corporate guests visiting the area. In conclusion, my stay at the hotel in Manesar Sector 8 was average, with several areas that require improvement. I hope the hotel management takes these feedback points into consideration to enhance the overall guest experience. With some improvements, the hotel has the potential to become a more attractive and guest-friendly accommodation option for future travelers.",3.0,2023-07-24 14:45:35,Google Places API,0.02885303646326065,0.9711469411849976,NEGATIVE
8104feab-cf6e-47fb-9271-f6dc188a9969,ChIJAxoZFF0-DTkRrQYeGhnCS1c,ChIJAxoZFF0-DTkRrQYeGhnCS1c,Oyo 14100 Hotel D Meridien,"1. Great food (veg + non-veg). 2. Limited parking due to confined space. 3. The location is not that good but when you get in the hotel it's good. 4. Situated in IMT Manesar, Sector 3A. All you need is to have patience as food takes time after ordering as they serve fresh meal ✌️",5.0,2023-03-19 10:31:41,Google Places API,0.9929673671722412,0.007032690104097128,POSITIVE
a0c63aba-6884-46e9-bf30-cb34f098409e,ChIJAxoZFF0-DTkRrQYeGhnCS1c,ChIJAxoZFF0-DTkRrQYeGhnCS1c,Oyo 14100 Hotel D Meridien,"Delay service. Food quality is also not remarkable as per the price. Quality of ""Roti"" should improve. Quantity is also less. Its good for only local company colleagues. Non-veggies can go. I have no idea about taste of non veg, as i am completely veggie.",2.0,2020-10-19 15:34:03,Google Places API,0.0013292137300595641,0.9986708164215088,NEGATIVE
88aa4dfe-dd77-464c-8b2a-45b54d91300a,ChIJAxoZFF0-DTkRrQYeGhnCS1c,ChIJAxoZFF0-DTkRrQYeGhnCS1c,Oyo 14100 Hotel D Meridien,"Rooms are spacious. Restaurant is good. But Rooms are not properly maintained. Seapage on walls common. Electricity switch board screws are loose etc. Hotel provides discount for certain company visitors. Hotel is near to Maruti Suzuki entry gate which is helpful to MSIL visitor, that is the only best thing.",3.0,2018-01-03 07:31:29,Google Places API,0.04169243574142456,0.9583075046539307,NEGATIVE
908a3ce2-3504-4ce0-938a-c8e39fd02402,ChIJkUS0a7hrDTkR8_OhQzGLVjE,ChIJkUS0a7hrDTkR8_OhQzGLVjE,Hotel O Yuvraj Plaza,Very nice and we'll maintain Hospital.,5.0,2026-01-11 05:02:42,Google Places API,0.9997777342796326,0.0002223109913757071,POSITIVE
8489c90b-5a9f-4274-9d48-2743be266f0f,ChIJkUS0a7hrDTkR8_OhQzGLVjE,ChIJkUS0a7hrDTkR8_OhQzGLVjE,Hotel O Yuvraj Plaza,Very unprofessional staff. This place should be removed and no one should book this hotel. They do not have any hospitality. Highly recommend you to not book this place.,1.0,2024-10-07 17:35:10,Google Places API,0.001931531005539,0.9980685114860535,NEGATIVE
2a9a5788-113c-44e4-bf5f-545cdec14d7b,ChIJkUS0a7hrDTkR8_OhQzGLVjE,ChIJkUS0a7hrDTkR8_OhQzGLVjE,Hotel O Yuvraj Plaza,Good sarvice h,4.0,2025-07-02 07:51:57,Google Places API,0.9998328685760498,0.0001671281352173537,POSITIVE
2183586c-c03a-40cd-b8fc-b8ac6d89d78b,ChIJkUS0a7hrDTkR8_OhQzGLVjE,ChIJkUS0a7hrDTkR8_OhQzGLVjE,Hotel O Yuvraj Plaza,In front of petroleum pump,2.0,2024-01-17 14:41:13,Google Places API,0.8991031646728516,0.10089683532714844,POSITIVE
2f1c78b6-2954-40f6-be24-b77835802086,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,Nature Valley Resort - Manesar,"It was a very good stay at Nature Valley Resort. We went it after searching many resorts but found this resort very good. If we talk about rooms, it was fine and comfortable. It was also clean. Service was very good from staff. But for food i would like to give 3 out of 5 rating as it was very average. Lunch was Fine, Hi Tea was also fine, snacks was good, dinner was average. Breakfast average. But for play sports, it is highly recommended. If you are going with family then its a best option. Overall we enjoyed a lot so highly recommended.",4.0,2024-08-18 11:39:11,Google Places API,0.9996734857559204,0.00032648711930960417,POSITIVE
66126760-dc42-421b-9959-471c2af084e6,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,Nature Valley Resort - Manesar,"I had my birthday party with my friends and family. I will be honest in my experience. It’s a huge place and you can do adventures, play pool and other games. Everyone was involved in it. Even children had lots to do. The rooms are also available and are very spacious. The staff is very accommodating and the best part is the food. Go ahead and book it without any thought and you won’t be disappointed.",5.0,2023-01-22 07:12:30,Google Places API,0.9998458623886108,0.00015417304530274123,POSITIVE
10bb406b-fee0-4a75-97b6-2dad923488dc,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,Nature Valley Resort - Manesar,Amazing place to hangout. Staff was good and polite. Rooms were smelly but the complaint was addressed right away. Rooms could have been more clean. There were lizards but that’s due to trees and greenery everywhere. Food was average. Exactly like someone would want after having liquor-less masala. Breakfast options could have been better. Sambhar was sweet. Indoor games were not maintained good. Swimming pool activities were limited. Overall it maintained well this resort will bear every other resort with the mind of ambience it provides to its customers. My experience was awesome so still giving him 5 star else it would have been somewhere between 3.5 to 4.,5.0,2024-05-06 14:25:36,Google Places API,0.4544949531555176,0.5455050468444824,NEGATIVE
425e5e7f-0274-4947-8927-939df4e08131,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,Nature Valley Resort - Manesar,"The food is good however, the rooms are below average. Infact, washrooms are not good. Its like a below average Oyo room. Swimming pool filtration is not working I guess. Since the pool was smelling like sweat. I was disgusted being there.",1.0,2024-07-28 20:07:36,Google Places API,0.0018134041456505656,0.9981865286827087,NEGATIVE
b0ff85be-3dfe-4b9a-9bed-41fef03423f5,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,ChIJ64_MiLE_DTkRGOHzyJ5UpDM,Nature Valley Resort - Manesar,"Bad experience. AC's hardly working. No wifi signals. Flies in rooms. Other than swimming pool, no games and facilities. Huge but poorly maintained property. They promise lot of games n facilities but very few of the activities are in working state. Disappointed 😔",1.0,2024-07-27 18:18:28,Google Places API,0.0010645358124747872,0.9989355206489563,NEGATIVE
972a968b-bb82-47bf-abba-777fc97febe8,ChIJockhMFI_DTkRlyEKfQmbwZU,ChIJockhMFI_DTkRlyEKfQmbwZU,Hotel O J M K Hotel,"I had a wonderful experience at [Hotel Name]. From check-in to check-out, the service was top-notch. The staff were friendly, professional, and always ready to help. The room was clean, spacious, and well-equipped with everything I needed for a comfortable stay Overall, a fantastic stay and great value for money. I will definitely be coming back and would highly recommend this hotel to anyone visiting the area.",5.0,2025-10-06 16:29:56,Google Places API,0.9998700618743896,0.00012992623669561,POSITIVE
4b8db0b9-e6cc-4100-ae83-dac8b0ea81c5,ChIJockhMFI_DTkRlyEKfQmbwZU,ChIJockhMFI_DTkRlyEKfQmbwZU,Hotel O J M K Hotel,Excellent service,5.0,2026-04-04 16:44:52,Google Places API,0.9998576641082764,0.0001423533831257373,POSITIVE
f2109b0d-6fc8-4500-991d-15ac86cfa96c,ChIJhe8U-lo_DTkRUQkm2haPpZ8,ChIJhe8U-lo_DTkRUQkm2haPpZ8,Collection O The Royal Fern,"The hotel is by the side of the main road so expect a lot of traffic noise. The standard of rooms is very low and can be easily brought up. The sofa was broken, no chairs, dirty mattress and pillows, no towels or slippers, no amenities and not even handwash was present in the room. The TV in the room didnt have a remote. The only upside was that the bathrooms were neat and clean nd geyser was working. The staff though initially seemed disinterested was responsive when asked for a change of pillows (they sent a cushion instead) 🤣 Overall I am thankful for the hotel since I was in desperate need of a stay and they had rooms but if given a choice I would not want to stay there ever again.",1.0,2024-12-01 10:55:33,Google Places API,0.00271800858899951,0.9972820281982422,NEGATIVE
427fae78-ed17-460f-9a13-f1c7f9958e76,ChIJhe8U-lo_DTkRUQkm2haPpZ8,ChIJhe8U-lo_DTkRUQkm2haPpZ8,Collection O The Royal Fern,Staff was co-operative and humble room is spacious and ventilated . Room was neat and clean good for corporates stay,5.0,2023-04-30 11:20:46,Google Places API,0.9990788698196411,0.0009211321594193578,POSITIVE
d694ad83-4b64-4764-aef6-ae507a28bd61,ChIJhe8U-lo_DTkRUQkm2haPpZ8,ChIJhe8U-lo_DTkRUQkm2haPpZ8,Collection O The Royal Fern,It is a nice hotel. We have taken a room with a balcony. It is a very nice room and the view is also very nice.,5.0,2023-03-25 17:19:30,Google Places API,0.999858021736145,0.0001419078907929361,POSITIVE
4a82c878-6bb9-4f6b-aa5d-0ca0be60418b,ChIJu85bG-QVDTkRHw-yR_kKZU4,ChIJu85bG-QVDTkRHw-yR_kKZU4,Hotel O Aashiyana,Staff is very friendly&sporting Room clean,5.0,2024-11-24 04:42:49,Google Places API,0.9997660517692566,0.00023393587616737932,POSITIVE
3eac0f4e-2fa0-42f8-be2d-3ebd6ad52bc4,ChIJu85bG-QVDTkRHw-yR_kKZU4,ChIJu85bG-QVDTkRHw-yR_kKZU4,Hotel O Aashiyana,Very friendly staff,5.0,2024-11-24 04:47:50,Google Places API,0.9998492002487183,0.00015073490794748068,POSITIVE
a8ad62a1-d845-481d-bf68-cada6dadf0a5,ChIJOQBN0w8_DTkR2kC7ccAduAs,ChIJOQBN0w8_DTkR2kC7ccAduAs,Hotel O Billu,Really amazing,5.0,2023-03-08 00:54:38,Google Places API,0.9998787641525269,0.00012120358587708324,POSITIVE
fe6d2606-2b4c-44d7-a959-7d5c0e2fe490,ChIJsea-6yc-DTkRx23SJV-zrfo,ChIJsea-6yc-DTkRx23SJV-zrfo,Nature Valley Resort,"Well, everything was superb... However, we had to take many turns to come here...The exact location was not updated in Google Maps. And I just updated the same so people who are thinking to come here won't face any issues...Apart from that, everything else was superb",4.0,2022-09-10 20:09:39,Google Places API,0.8728680610656738,0.12713192403316498,POSITIVE
395f50af-0d87-406f-9954-c23196370365,ChIJsea-6yc-DTkRx23SJV-zrfo,ChIJsea-6yc-DTkRx23SJV-zrfo,Nature Valley Resort,Good for small night out party etc.,3.0,2023-07-25 11:13:42,Google Places API,0.9973865151405334,0.0026134601794183254,POSITIVE
6eb8ffd4-8b12-4b40-83c7-02c4a404d438,ChIJsea-6yc-DTkRx23SJV-zrfo,ChIJsea-6yc-DTkRx23SJV-zrfo,Nature Valley Resort,Location not excat as per map,4.0,2023-08-24 02:00:41,Google Places API,0.009404403157532215,0.9905955791473389,NEGATIVE
d596e2c3-4de8-448b-9df4-19ba744a0f62,ChIJQ1w43W4VDTkRLtF4zn4EqHM,ChIJQ1w43W4VDTkRLtF4zn4EqHM,Hotel O City Palace,"It's a rubbish place to stay,particularly when with family.Staffs not only lacks etiquette are bad mannered too.Even when you reach with online booking,they demand you as they wish,and deny checking in as per online booking.",1.0,2022-08-20 13:29:00,Google Places API,0.00039884945726953447,0.9996011853218079,NEGATIVE
fcafb25c-d89d-4031-abb4-08d875dcc56d,ChIJQ1w43W4VDTkRLtF4zn4EqHM,ChIJQ1w43W4VDTkRLtF4zn4EqHM,Hotel O City Palace,If I could give it zero I would don’t go to this place nothing but inconvenience and waste of time .,1.0,2022-11-14 21:24:05,Google Places API,0.00025652223848737776,0.9997435212135315,NEGATIVE
46bf8e03-1e1d-4c62-b12d-20b1c57e4d3e,ChIJQ1w43W4VDTkRLtF4zn4EqHM,ChIJQ1w43W4VDTkRLtF4zn4EqHM,Hotel O City Palace,Very bad fruad h,1.0,2022-09-06 08:25:23,Google Places API,0.0002745059900917113,0.9997255206108093,NEGATIVE
4735ed81-04d2-403f-bc91-f1878a098cb4,ChIJQyBpbkVrDTkRN-vCqZuLFWc,ChIJQyBpbkVrDTkRN-vCqZuLFWc,D Akant Hotal,Earlier service and food were good but now both are average...,1.0,2021-12-20 01:51:00,Google Places API,0.08054345846176147,0.9194564819335938,NEGATIVE
ca62af97-52a0-41b0-bbce-bc26d4e2f7b2,ChIJQyBpbkVrDTkRN-vCqZuLFWc,ChIJQyBpbkVrDTkRN-vCqZuLFWc,D Akant Hotal,"Bkwass Hotel, poor food ,not comfortable sitting ,misbehaving owner ,akdum bkwas",1.0,2022-05-31 15:39:29,Google Places API,0.00022668646124657243,0.9997733235359192,NEGATIVE
48a4170c-4c6b-45d9-87d1-56e2123a413d,ChIJQyBpbkVrDTkRN-vCqZuLFWc,ChIJQyBpbkVrDTkRN-vCqZuLFWc,D Akant Hotal,Good service and best food,5.0,2023-12-11 05:59:48,Google Places API,0.9998681545257568,0.0001318462163908407,POSITIVE
4a96d8cd-5568-4bcb-aac8-ae4c7ac2261c,ChIJQyBpbkVrDTkRN-vCqZuLFWc,ChIJQyBpbkVrDTkRN-vCqZuLFWc,D Akant Hotal,Quality of food is not that good enough.,2.0,2020-05-30 10:56:58,Google Places API,0.0002521985152270645,0.9997478127479553,NEGATIVE
60cf17fe-9e0e-455e-bd96-38b390cba2c8,ChIJQyBpbkVrDTkRN-vCqZuLFWc,ChIJQyBpbkVrDTkRN-vCqZuLFWc,D Akant Hotal,It's very comfortable and pleasurable.,5.0,2023-09-10 18:50:18,Google Places API,0.999880313873291,0.00011970880586886778,POSITIVE
09439425-a0b8-4261-bcbd-fdb0d983cee4,ChIJjXIMuls9DTkRhBhavLC_ajo,ChIJjXIMuls9DTkRhBhavLC_ajo,Holiday Inn Gurugram Sector 90 By Ihg,"Had a great experience at Holiday Inn once again. I had stayed there earlier in April 2025. Great ambience and excellent service by the staff. Like last time, we got an upgrade for our room. Room service was excellent and we were promptly provided with an extra chair on request. Breakfast spread is delectable, and most of the staff there is very courteous and helpful. Teresa recognised us from our last trip and went the extra mile to make us comfortable. Head Chef Prakash Yadav, Restaurant Manager Vinay, Restaurant Beverage manager Krishan Kumar made it a point to go to each guest to make them feel welcome. The apple jalebis merit a special mention. Special thanks to reservation supervisor Amrita Gharti for all her help in making our stay a memorable one. Checkin was super easy and smooth thanks to Swati. And so was the late check out courtesy Akanksha. Highly recommended",5.0,2026-01-11 14:33:59,Google Places API,0.9998205304145813,0.00017951359041035175,POSITIVE
66bf8e28-550b-4c82-a45a-eb4f6e82c026,ChIJjXIMuls9DTkRhBhavLC_ajo,ChIJjXIMuls9DTkRhBhavLC_ajo,Holiday Inn Gurugram Sector 90 By Ihg,"We stayed here two nights while visiting Delhi and New Delhi as a tourist. The food is good, the rooms were clean. Unfortunately, we didn't had the opportunity to try the pool. The view from the restaurant is a stunning view! 🌃",5.0,2026-02-27 05:24:43,Google Places API,0.999640703201294,0.0003592542198020965,POSITIVE
4f9c4ccf-e5bf-4c67-b532-6b73265adf0c,ChIJjXIMuls9DTkRhBhavLC_ajo,ChIJjXIMuls9DTkRhBhavLC_ajo,Holiday Inn Gurugram Sector 90 By Ihg,"I had a pleasant and comfortable stay overall. The rooms were good, clean, and well maintained, with neatly arranged amenities. The food was tasty, and the breakfast buffet had a good spread with plenty of options to choose from. The ambience inside the hotel is nice and well managed, making the stay enjoyable once you’re in. The entrance of the hotel looks okay, though it doesn’t fully reflect how good the interiors and facilities are. Overall, the stay was good and comfortable, and I would consider visiting again.",5.0,2026-01-09 03:35:31,Google Places API,0.999852180480957,0.00014775995805393904,POSITIVE
be1b67f0-d92a-41d3-9e3e-b56e54d7b109,ChIJjXIMuls9DTkRhBhavLC_ajo,ChIJjXIMuls9DTkRhBhavLC_ajo,Holiday Inn Gurugram Sector 90 By Ihg,"A truly amazing hotel! We always stay here - the service is excellent, the food is amazing (quality and variety in the buffer), the rooms are very comfortable, housecleaning is done well, they have a good exercise room and spa, the hotel is kept very clean, and they have a nice little cafe on the ground floor (with excellent espresso drinks :-). Location is also convenient since it is in a mall so shops are neaby. They also have an ongoing variety of additional features such as special meal offerings on some evenings and live music at times. Highly recommended!",5.0,2026-01-26 07:11:34,Google Places API,0.9996610879898071,0.0003389461780898273,POSITIVE
0f37783a-238c-409c-8c19-d354be827c02,ChIJjXIMuls9DTkRhBhavLC_ajo,ChIJjXIMuls9DTkRhBhavLC_ajo,Holiday Inn Gurugram Sector 90 By Ihg,"It was a fabulous experience! The stay was truly wonderful, and Swati Sharma assisted us exceptionally well. We absolutely loved the ambience and the excellent services provided by the hotel. Everything was perfectly managed, making our stay comfortable and memorable. Highly recommended. Must visit!",5.0,2025-12-16 11:14:55,Google Places API,0.9998840093612671,0.0001160356987384148,POSITIVE
f687040a-14f2-4656-aa08-db9fe8aa4d10,ChIJtzqgI2U-DTkRsyjuU_lRS18,ChIJtzqgI2U-DTkRsyjuU_lRS18,Paradise Inn Hotel,"I don't even bother looking for other hotels in Manesar. Best bang for buck. Good rooms, good staff. Mr. Karan is especially accomodating but the rest of the staff is also really good to interact with. I travel to Manesar mostly to handle my projects at SKH, glad there's a reasonably good Hotel close by to my work place.",5.0,2025-08-17 08:53:34,Google Places API,0.9996814727783203,0.00031851386302150786,POSITIVE
f5e08aa4-c544-4fcd-82e2-eeed3d32b035,ChIJtzqgI2U-DTkRsyjuU_lRS18,ChIJtzqgI2U-DTkRsyjuU_lRS18,Paradise Inn Hotel,"Every thing is great , a person is available to carry bag, good hospitality, pay at checkout,nice food",5.0,2025-08-28 06:52:54,Google Places API,0.999862551689148,0.00013745292380917817,POSITIVE
f36b3a9b-0137-4d6e-b83f-68f2b4605bb2,ChIJtzqgI2U-DTkRsyjuU_lRS18,ChIJtzqgI2U-DTkRsyjuU_lRS18,Paradise Inn Hotel,"I checked out on Saturday morning using their towel for bath, i had chicken pox that night, still suffering from the disease. Same thing happened with my friend.",1.0,2025-07-10 13:20:46,Google Places API,0.0073300194926559925,0.992669939994812,NEGATIVE
579c0025-da07-4e46-90f3-efe12668cf82,ChIJtzqgI2U-DTkRsyjuU_lRS18,ChIJtzqgI2U-DTkRsyjuU_lRS18,Paradise Inn Hotel,We order food in night and they are delivered the low quality food like in daal makhni they didn't put makkhan and in tawa roti didn't not put butter and the tone of voice is also very bad. It means the food safety and other things are to scarey.🤮🤮,1.0,2023-08-18 17:49:43,Google Places API,0.004526849370449781,0.9954730868339539,NEGATIVE
1d1a7eec-cb4d-46f4-8bc8-6d81e0bfeba4,ChIJtzqgI2U-DTkRsyjuU_lRS18,ChIJtzqgI2U-DTkRsyjuU_lRS18,Paradise Inn Hotel,"This hotel is in manesar. Today we have visited and arder for tandoori chap and egg noodles. Chap is not so good and price is 240 rs. This price is too much as compared to the taste. Egg noodles was so yummy but its price are also high. The main problem is with the cold drink, they have charged more than the mrp on bottle and same with water bottle. After too much arguments they have charged the same. They also don't mention in bill the quantity of bottle only just mention the rate that was 60 rupees for 750 ml. Customer service was very good. I have given 3 Star ⭐⭐⭐ only for customer service. Bad experience in during the billing. Outside Location is not good.",3.0,2022-12-28 14:04:27,Google Places API,0.006727626547217369,0.9932723641395569,NEGATIVE
665d0676-1f5a-4fd9-abba-1019ae9fca6b,ChIJl3iEtgsXDTkRiPiStrNCuOo,ChIJl3iEtgsXDTkRiPiStrNCuOo,Hotel Rajmahal Suites,"I recently stayed at Hotel Rajmahal Suites and had an absolutely wonderful experience. The hospitality is truly top-notch, with a staff that is both professional and incredibly attentive to every detail. A special mention goes to the Manager, whose proactive leadership and personal dedication to guest satisfaction ensure a seamless and welcoming stay. To top it off, the food was exceptional—every dish was fresh, flavorful, and beautifully presented. If you're looking for a place that combines great service, delicious dining, and a comfortable atmosphere, I highly recommend this hotel.",5.0,2026-01-24 10:47:35,Google Places API,0.9998812675476074,0.00011874584743054584,POSITIVE
